Dataset_ID,ObservedBy_Person_ID,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Patch,Phenophase_ID,Phenophase_Category,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Observed_Status_Conflict_Flag
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,16532,HBV1,483,Leaves,Leaves,2014,5,6,126,2456784,-9999,2014,11,5,309,2456967,-9999,26,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,28521,HBV2,483,Leaves,Leaves,2014,5,6,126,2456784,-9999,2014,11,5,309,2456967,-9999,26,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,28523,HBV3,483,Leaves,Leaves,2014,5,6,126,2456784,-9999,2014,11,5,309,2456967,-9999,26,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,16532,HBV1,498,Leaves,Colored leaves,2014,10,15,288,2456946,6,2014,11,5,309,2456967,-9999,2,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,28521,HBV2,498,Leaves,Colored leaves,2014,10,15,288,2456946,6,2014,11,5,309,2456967,-9999,2,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,95,Viburnum,lantanoides,hobblebush,Plantae,28523,HBV3,498,Leaves,Colored leaves,2014,9,29,272,2456930,6,2014,9,29,272,2456930,10,1,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28514,PB2,371,Leaves,Breaking leaf buds,2014,5,9,129,2456787,3,2014,6,23,174,2456832,9,8,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28515,PB3,371,Leaves,Breaking leaf buds,2014,5,9,129,2456787,3,2014,6,7,158,2456816,16,5,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28514,PB2,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,3,2014,11,5,309,2456967,-9999,24,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28515,PB3,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,3,2014,11,5,309,2456967,-9999,21,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28514,PB2,471,Leaves,Falling leaves,2014,9,15,258,2456916,7,2014,11,5,309,2456967,-9999,6,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28515,PB3,471,Leaves,Falling leaves,2014,9,23,266,2456924,8,2014,11,5,309,2456967,-9999,5,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28514,PB2,483,Leaves,Leaves,2014,5,12,132,2456790,3,2014,11,5,309,2456967,-9999,24,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28515,PB3,483,Leaves,Leaves,2014,5,12,132,2456790,3,2014,11,5,309,2456967,-9999,22,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28514,PB2,498,Leaves,Colored leaves,2014,9,15,258,2456916,7,2014,11,5,309,2456967,-9999,6,0,-9999
'-9999','4015',-9999,6242,Rachel Carson National Wildlife Refuge:  Headquarters,43.348259,-70.546036,1,ME,99,Betula,papyrifera,paper birch,Plantae,28515,PB3,498,Leaves,Colored leaves,2014,9,23,266,2456924,8,2014,11,5,309,2456967,-9999,5,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,371,Leaves,Breaking leaf buds,2014,5,5,125,2456783,5,2014,5,14,134,2456792,5,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24303,sugar maple-2,371,Leaves,Breaking leaf buds,2014,5,5,125,2456783,5,2014,5,14,134,2456792,5,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,467,Leaves,Increasing leaf size,2014,5,8,128,2456786,3,2014,5,19,139,2456797,3,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24303,sugar maple-2,467,Leaves,Increasing leaf size,2014,5,8,128,2456786,3,2014,5,14,134,2456792,5,3,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,471,Leaves,Falling leaves,2014,10,7,280,2456938,8,2014,10,20,293,2456951,8,2,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24303,sugar maple-2,471,Leaves,Falling leaves,2014,10,7,280,2456938,8,2014,10,20,293,2456951,8,2,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,5,12,132,2456790,2,1,1,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,483,Leaves,Leaves,2014,5,19,139,2456797,5,2014,10,20,293,2456951,8,19,1,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24303,sugar maple-2,483,Leaves,Leaves,2014,5,19,139,2456797,5,2014,10,20,293,2456951,8,19,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24294,sugar maple-1,498,Leaves,Colored leaves,2014,9,22,265,2456923,4,2014,10,20,293,2456951,8,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,61,Acer,saccharum,sugar maple,Plantae,24303,sugar maple-2,498,Leaves,Colored leaves,2014,9,18,261,2456919,9,2014,10,20,293,2456951,8,5,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,371,Leaves,Breaking leaf buds,2014,5,12,132,2456790,4,2014,5,12,132,2456790,2,1,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24295,American beech-2,371,Leaves,Breaking leaf buds,2014,5,5,125,2456783,5,2014,5,12,132,2456790,2,3,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24298,American beech-3,371,Leaves,Breaking leaf buds,2014,5,8,128,2456786,3,2014,5,12,132,2456790,2,2,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,22,142,2456800,13,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24295,American beech-2,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,22,142,2456800,13,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24298,American beech-3,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,22,142,2456800,13,4,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,471,Leaves,Falling leaves,2014,10,7,280,2456938,8,2014,11,25,329,2456987,6,7,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24295,American beech-2,471,Leaves,Falling leaves,2014,10,20,293,2456951,13,2014,11,25,329,2456987,6,6,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24298,American beech-3,471,Leaves,Falling leaves,2014,10,7,280,2456938,8,2014,11,25,329,2456987,6,7,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,9,22,265,2456923,7,18,1,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,483,Leaves,Leaves,2014,10,7,280,2456938,8,2014,11,25,329,2456987,6,7,1,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24295,American beech-2,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,11,25,329,2456987,6,26,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24298,American beech-3,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,11,25,329,2456987,6,26,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,17980,American beech-1,498,Leaves,Colored leaves,2014,9,29,272,2456930,7,2014,11,25,329,2456987,6,8,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24295,American beech-2,498,Leaves,Colored leaves,2014,9,18,261,2456919,9,2014,11,25,329,2456987,6,10,0,-9999
'-9999','3010',Saratoga NHP,6362,Saratoga Battlefield,43.012966,-73.649918,108,NY,79,Fagus,grandifolia,American beech,Plantae,24298,American beech-3,498,Leaves,Colored leaves,2014,9,29,272,2456930,7,2014,11,25,329,2456987,6,8,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,61,Acer,saccharum,sugar maple,Plantae,45210,sugar maple-1,371,Leaves,Breaking leaf buds,2014,8,8,220,2456878,-9999,2014,8,30,242,2456900,1,22,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,61,Acer,saccharum,sugar maple,Plantae,45210,sugar maple-1,467,Leaves,Increasing leaf size,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,61,Acer,saccharum,sugar maple,Plantae,45210,sugar maple-1,483,Leaves,Leaves,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,61,Acer,saccharum,sugar maple,Plantae,45210,sugar maple-1,498,Leaves,Colored leaves,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,23082,paper birch,371,Leaves,Breaking leaf buds,2014,8,12,224,2456882,1,2014,8,30,242,2456900,1,18,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,45211,paper birch-2,371,Leaves,Breaking leaf buds,2014,8,25,237,2456895,1,2014,8,30,242,2456900,1,6,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,23082,paper birch,467,Leaves,Increasing leaf size,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,45211,paper birch-2,467,Leaves,Increasing leaf size,2014,8,16,228,2456886,1,2014,9,7,250,2456908,-9999,22,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,23082,paper birch,483,Leaves,Leaves,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,45211,paper birch-2,483,Leaves,Leaves,2014,8,16,228,2456886,1,2014,9,7,250,2456908,-9999,22,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,23082,paper birch,498,Leaves,Colored leaves,2014,8,8,220,2456878,-9999,2014,9,7,250,2456908,-9999,30,0,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,45211,paper birch-2,498,Leaves,Colored leaves,2014,8,24,236,2456894,1,2014,8,30,242,2456900,1,7,1,-9999
'-9999','2105',-9999,8170,1A,44.608673,-68.874466,8,ME,99,Betula,papyrifera,paper birch,Plantae,45211,paper birch-2,498,Leaves,Colored leaves,2014,9,1,244,2456902,1,2014,9,7,250,2456908,-9999,7,1,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25666,sugar maple-1,371,Leaves,Breaking leaf buds,2014,4,17,107,2456765,9,2014,5,5,125,2456783,3,5,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25667,sugar maple-2,371,Leaves,Breaking leaf buds,2014,4,21,111,2456769,4,2014,5,8,128,2456786,4,5,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25666,sugar maple-1,467,Leaves,Increasing leaf size,2014,4,30,120,2456778,6,2014,5,15,135,2456793,4,5,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25667,sugar maple-2,467,Leaves,Increasing leaf size,2014,4,24,114,2456772,3,2014,5,15,135,2456793,4,6,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25666,sugar maple-1,471,Leaves,Falling leaves,2014,9,22,265,2456923,13,2014,9,29,272,2456930,9,2,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25667,sugar maple-2,471,Leaves,Falling leaves,2014,9,22,265,2456923,13,2014,10,20,293,2456951,10,4,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25666,sugar maple-1,483,Leaves,Leaves,2014,5,5,125,2456783,5,2014,9,29,272,2456930,9,19,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25667,sugar maple-2,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,10,20,293,2456951,10,19,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25666,sugar maple-1,498,Leaves,Colored leaves,2014,9,22,265,2456923,13,2014,9,29,272,2456930,9,2,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,61,Acer,saccharum,sugar maple,Plantae,25667,sugar maple-2,498,Leaves,Colored leaves,2014,9,22,265,2456923,13,2014,10,20,293,2456951,10,4,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,26000,American beech-1,371,Leaves,Breaking leaf buds,2014,5,12,132,2456790,4,2014,5,12,132,2456790,3,1,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,67085,American beech-2,371,Leaves,Breaking leaf buds,2014,5,5,125,2456783,5,2014,5,8,128,2456786,4,2,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,26000,American beech-1,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,19,139,2456797,2,3,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,67085,American beech-2,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,19,139,2456797,2,3,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,26000,American beech-1,471,Leaves,Falling leaves,2014,10,8,281,2456939,9,2014,10,30,303,2456961,5,3,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,67085,American beech-2,471,Leaves,Falling leaves,2014,10,8,281,2456939,9,2014,11,25,329,2456987,13,7,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,26000,American beech-1,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,10,30,303,2456961,5,20,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,67085,American beech-2,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,11,25,329,2456987,13,24,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,26000,American beech-1,498,Leaves,Colored leaves,2014,10,8,281,2456939,9,2014,10,30,303,2456961,5,3,0,-9999
'-9999','3010',Saratoga NHP,8460, Victory Woods,43.09248,-73.591904,73,NY,79,Fagus,grandifolia,American beech,Plantae,67085,American beech-2,498,Leaves,Colored leaves,2014,9,29,272,2456930,7,2014,11,25,329,2456987,13,8,0,-9999
'-9999',"'20098,3759,20938'",Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,5,9,129,2456787,1,2014,6,23,174,2456832,3,22,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,6,30,181,2456839,4,2014,6,30,181,2456839,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,7,7,188,2456846,4,2014,7,7,188,2456846,2,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,7,14,195,2456853,3,2014,7,14,195,2456853,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,7,21,202,2456860,4,2014,7,21,202,2456860,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,7,28,209,2456867,4,2014,7,28,209,2456867,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,8,3,215,2456873,3,2014,8,3,215,2456873,2,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,8,11,223,2456881,4,2014,8,11,223,2456881,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,8,18,230,2456888,4,2014,8,18,230,2456888,1,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,alder-1,371,Leaves,Breaking leaf buds,2014,9,2,245,2456903,4,2014,9,2,245,2456903,1,1,1,-9999
'-9999',"'20098,3759'",Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,5,5,125,2456783,5,2014,6,17,168,2456826,2,23,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,6,23,174,2456832,3,2014,6,23,174,2456832,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,6,30,181,2456839,4,2014,6,30,181,2456839,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,7,7,188,2456846,4,2014,7,7,188,2456846,2,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,7,14,195,2456853,3,2014,7,14,195,2456853,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,7,21,202,2456860,4,2014,7,21,202,2456860,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,7,28,209,2456867,4,2014,7,28,209,2456867,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,8,3,215,2456873,3,2014,8,3,215,2456873,2,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,8,11,223,2456881,4,2014,8,11,223,2456881,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,8,18,230,2456888,4,2014,8,18,230,2456888,1,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,alder-2,371,Leaves,Breaking leaf buds,2014,8,25,237,2456895,3,2014,9,2,245,2456903,5,2,1,-9999
'-9999',"'5050,20098,3759'",Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,4,29,119,2456777,1,2014,6,17,168,2456826,2,25,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,6,23,174,2456832,3,2014,6,23,174,2456832,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,6,30,181,2456839,4,2014,6,30,181,2456839,3,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,7,7,188,2456846,4,2014,7,7,188,2456846,2,1,1,MultiObserver-StatusConflict
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,7,14,195,2456853,3,2014,7,14,195,2456853,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,7,21,202,2456860,4,2014,7,21,202,2456860,3,1,1,-9999
'-9999','3759',Acadia NP,8538,SERC - Cattail Pond,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,alder-3,371,Leaves,Breaking leaf buds,2014,7,28,209,2456867,4,2014,7,28,209,2456867,3,1,1,-9999
